offset	ref_count	refs	string
0x002e094c	0		_TossGyroscope|_calculateGyroscopeSaturationPercentage@1411034922
0x002e0ac4	0		CubicToCommand._fromIterablePoints@1999307832
0x002e0bdc	0		package:flutter_reactive_ble/src/device_scanner.dart2
0x002e0eb4	0		get:popGestureEnabled
0x002e117c	0		operation failed
0x002e12b4	0		DeviceScanResult(uuid: 
0x002e1b34	0		package:caps_snake_vs_block/src/snake_vs_block/systems/collisions/detectors/block_collision_detector.dart
0x002e1dbc	0		firmwareAssetEntryA
0x002e1e74	0		Failed to send signed session: 
0x002e1ea4	0		characteristicValueFrom
0x002e273c	0		_bleDeviceInteractor@1465205209
0x002e2c8c	0		get:firmwareUpdate_Required_StartButton
0x002e2d5c	0		package:capsapps_sdk/algorithms/services/algorithm_service.dart
0x002e3aac	0		_BluetoothErrorBottomSheet@6872196872
0x002e413c	0		ABORT ALTER ANALYZE BEGIN CALL CHECKPOINT|10 CLOSE CLUSTER COMMENT COMMIT COPY CREATE DEALLOCATE DECLARE DELETE DISCARD DO DROP END EXECUTE EXPLAIN FETCH GRANT IMPORT INSERT LISTEN LOAD LOCK MOVE NOTIFY PREPARE REASSIGN|10 REFRESH REINDEX RELEASE RESET REVOKE ROLLBACK SAVEPOINT SECURITY SELECT SET SHOW START TRUNCATE UNLISTEN|10 UPDATE VACUUM|10...
0x002e4e2c	0		package:caps_endless_match/src/component/player/endless_player_cubit.dart
0x002e508c	0		_handleEndHandleDragUpdate@2021118012
0x002e517c	0		package:caps_zp_logger/src/emitters/caps_console_log_emitter.dart
0x002e522c	0		package:caps_snake_vs_block/src/snake_vs_block/systems/analytics/base_analytics.dart2
0x002e55cc	0		package:caps_boxer/src/common/boxer_frame_with_gloves_widget.dart
0x002e5734	0		CubicToCommand
0x002e582c	0		package:caps_snake_1_v_1/src/common/snake_1v1_object_type.dart
0x002e5a44	0		doubleDigitMinuteFormat
0x002e5a6c	0		bluetoothPermissionDeniedUnknown
0x002e5f34	0		Sign payload failed: 
0x002e627c	0		package:caps_asset_management/src/data/assets/loader/asset_load_exception.dart
0x002e62fc	0		sensors
0x002e661c	0		singleDigitSecondFormat
0x002e6dec	0		Failed to cleanup connection for device 
0x002e73f4	0		_handleDeviceUpdateMouseEvents@232437380
0x002e78dc	0		package:caps_shake/src/components/mountains/mountain_2.dart
0x002e7c7c	0		init:_linrgbFromScaledDiscount@1871253021
0x002e8144	0		package:app/features/device_connection/battery_check/battery_check_cubit.freezed.dart
0x002e82b4	0		UninitializedLocaleData
0x002e839c	0		package:caps_snake_vs_block/src/snake_vs_block/constants/scoring_constants.dart
0x002e847c	0		Timeline_isDartStreamEnabled2
0x002e8a9c	0		Connection attempt cancelled, host: 2
0x002e8d64	0		package:caps_boxer/src/ui_overlay/setup_game/player_setup/widget/player_item_widget.dart
0x002e8e2c	0		firmwareUpdate_NotSupported_Message
0x002e93ec	0		Write failed2
0x002e9abc	0		get:_isEnabled@418181401
0x002ea0ec	0		alog alog10 amax0 amax1 amin0 amin1 amod cabs ccos cexp clog csin csqrt dabs dacos dasin datan datan2 dcos dcosh ddim dexp dint dlog dlog10 dmax1 dmin1 dmod dnint dsign dsin dsinh dsqrt dtan dtanh float iabs idim idint idnint ifix isign max0 max1 min0 min1 sngl algama cdabs cdcos cdexp cdlog cdsin cdsqrt cqabs cqcos cqexp cqlog cqsin cqsqrt dcmp...
0x002ea8cc	0		package:caps_endless_match/src/domain/difficulty_manager.dart
0x002eaa24	0		package:caps_shake/src/systems/spawning/mountain_factory.dart
0x002eaa84	0		package:caps_endless_match/src/data/analytics_repository.dart
0x002eac34	0		CharacteristicValueInfo
0x002eae6c	0		FirmwarePreloadState2
0x002eb17c	0		isActivatedMonitoringLiveData
0x002eb304	0		Failed to read PCM frames.
0x002ebcb4	0		_FirmwareUpdateStep@695489582
0x002ebf0c	0		bluetoothReady
0x002ec044	0		MobileSensorsCubit
0x002ed17c	0		package:caps_toss_challenge/src/widget/toss_game_widget.dart2
0x002ed53c	0		package:caps_boxer/src/feature/active_game/boxer_overlay_result.dart2
0x002ed754	0		package:caps_endless_match/src/core/bloc/game_resetter.dart
0x002eda74	0		package:caps_asset_management/src/data/assets/game_resolver/manifest_entry_not_found_exception.dart
0x002edcb4	0		package:caps_asset_management/src/presentation/preload/asset_preload_cubit.dart
0x002edffc	0		package:capsapps_sdk/algorithms/toss_algorithm/toss_v3_3/rotation_predictor_v3_3.dart
0x002ee3e4	0		goal_failed
0x002ee4bc	0		package:caps_asset_management/src/presentation/download/asset_download_flow.dart
0x002eeaac	0		package:capsapps_sdk/core/service/raw_data_service.dart
0x002eec44	0		ExceptionBridgeReadBatteryException
0x002ef19c	0		package:caps_toss_challenge/src/widget/toss_lost.dart
0x002ef43c	0		package:capsapps_sdk/core/infrastructure/di/sdk_container.dart
0x002eff3c	0		package:caps_snake_1_v_1/src/core/flame_game/snake_1v1_world.dart
0x002f0274	0		Failed to get firmware version for device 
0x002f033c	0		Snake killed - reason: 
0x002f03a4	0		firmwareUpdate_Error_Message2
0x002f051c	0		dev.flutter.pigeon.flutter_native_api_plugin.NativeGameHostApi.onSignedPayload
0x002f0934	0		package:caps_asset_management/src/presentation/download/orchestration/can_start_game_eta_calculator.dart
0x002f0a8c	0		get:_primaryEnabled@372059085
0x002f0ae4	0		firmwareUpdate_Error_Header
0x002f0bfc	0		package:capsapps_sdk/bluetooth/service/discovery/filters/helpers.dart
0x002f0ddc	0		package:caps_toss/src/caps_toss_game.dart
0x002f0fbc	0		package:caps_snake_vs_block/src/snake_vs_block/components/blocks/effects/block_destruction/block_destruction_energy_orb.dart2
0x002f10b4	0		BluetoothService.
0x002f11e4	0		package:caps_boxer/src/service/audio/audio_player.dart
0x002f1f24	0		package:app/features/device_connection/permissions/mobile_sensors/mobile_sensors_listener.dart
0x002f247c	0		Failed to rasterize a picture: 
0x002f25f4	0		package:caps_shake/src/systems/collision/bitmap_collision_component/has_bitmap_collision.dart
0x002f2ce4	0		_hasScrolled@188426794
0x002f2e94	0		package:caps_l10n/caps_l10n.dart
0x002f3b4c	0		Failed to sign payload: Init play session not initialized
0x002f3e64	0		, characteristicIds: 
0x002f428c	0		Failed to send update: 
0x002f433c	0		initFailed
0x002f439c	0		assembly module package import alias class interface object given value assign void function new of extends satisfies abstracts in out return break continue throw assert dynamic if else switch case for while try catch finally then let this outer super is exists nonempty shared abstract formal default actual variable late native deprecatedfinal s...
0x002f4c3c	0		package:caps_toss_challenge/src/service/audio/audio_player.dart
0x002f4e44	0		package:app/features/device_connection/led_test/led_test_cubit.dart
0x002f50fc	0		put abs acos aliasReference annuity arrayDecode arrayEncode asin atan atan2 average avg avgDev base64Decode base64Encode baseConvert binaryDecode binaryEncode byteOffset byteToNum cachedURL cachedURLs charToNum cipherNames codepointOffset codepointProperty codepointToNum codeunitOffset commandNames compound compress constantNames cos date dateFo...
0x002f684c	0		Failed to read firmware version string for device 
0x002f6b04	0		package:caps_snake_1_v_1/src/components/arena/children/blocked_positions/children/snake/system/snake_movement_system.dart
0x002f6d4c	0		package:capsapps_sdk/bluetooth/service/state/bluetooth_state_service.dart
0x002f6e74	0		getBleDeviceSession
0x002f78a4	0		, requireLocationServicesEnabled: 
0x002f793c	0		package:caps_endless_match/src/data/game_rules_repository.dart
0x002f7efc	0		Failed to connect to TRIKI
0x002f803c	0		Error turning on LED2
0x002f82bc	0		package:capsapps_sdk/utils/app_lifecycle_helper.dart2
0x002f83dc	0		_rxCharUuid@1468105895
0x002f863c	0		package:caps_shake/src/components/top_mountains/top_mountain_4.dart
0x002f86dc	0		SoLoudReadSamplesFailedToGetDataFormatCppException
0x002f88cc	0		package:reactive_ble_platform_interface/src/model/generic_failure.dart
0x002f8984	0		bluetoothConnect
0x002f8ce4	0		MeasurementKalmanModel
0x002f8e0c	0		package:caps_toss/src/widget/center_area/toss_current_throw_widget.dart
0x002f8f8c	0		package:caps_toss/src/widget/center_area/toss_strikes.dart
0x002f94ac	0		signPayloadResponsePayloadSize
0x002f981c	0		package:caps_endless_match/src/core/spawner/world_spawner_component.dart
0x002f98bc	0		_createBleDeviceSession@1467427683
0x002f9c4c	0		QualifiedCharacteristic
0x002f9d4c	0		The `handler` has already been called, make sure each handler gets called only once.2
0x002f9f8c	0		_BatteryCheckState&Object&_$BatteryCheckState@629498949
0x002fa01c	0		failed
0x002fa3e4	0		powerupPickupEnabled2
0x002fa454	0		package:caps_endless_match/src/component/obstacle/mud/mud_obstacle.dart
0x002fa9b4	0		package:caps_toss_challenge/src/widget/init/game_init_cap.dart
0x002faa04	0		package:app/features/device_connection/permissions/bluetooth_permissions/bluetooth_no_access_bottom_sheet.dart
0x002faa9c	0		bluetoothNotSupported
0x002faac4	0		_LocationDisabledBottomSheet@687219687
0x002fac44	0		firmwareUpdate_Required_Header
0x002faf8c	0		performPrivateCommand
0x002fb224	0		package:capsapps_sdk/bluetooth/service/bluetooth_service.dart
0x002fb984	0		SDK not initialized. Call CapsAppsSdk.initialize() first.
0x002fba04	0		_RestorationInformation@146124995.fromSerializableData
0x002fbb0d	0		  commands: <PathCommand>
0x002fbde4	0		package:caps_endless_match/src/ui_overlay/endless_match_game_summary_page.dart
0x002fc39c	0		_deviceInformationServiceUuid@1468105895
0x002fc91c	0		Failed to sign payload: No active connection2
0x002fd464	0		package:caps_test_games/src/tilt_pitch_roll/tilt_pitch_roll_test_page.dart
0x002fd4bc	0		package:caps_endless_match/src/config/endless_match_game_config.dart2
0x002fd58c	0		Low battery in Triki2
0x002fd70c	0		package:capsapps_bridge/src/app_bridges/mobile_sensors/mobile_sensors_state.dart
0x002fddb4	0		kind do while private call intrinsic where elsewhere type endtype endmodule endselect endinterface end enddo endif if forall endforall only contains default return stop then block endblock public subroutine|10 function program .and. .or. .not. .le. .eq. .ge. .gt. .lt. goto save else use module select case access blank direct exist file fmt form ...
0x002fe4fc	0		package:capsapps_sdk/algorithms/tilt/kalman_filter/process_model.dart
0x002fe804	0		package:caps_snake_vs_block/src/snake_vs_block/components/blocks/effects/block_hit_wave/block_hit_wave_effect.dart
0x002fe8ec	0		WriteCharacteristicInfo.fromBuffer
0x002ff03c	0		DFU: Idle timeout (
0x002ff07c	0		scaledByDouble
0x002ff574	0		_List@0150898.filled2
0x002ff9b4	0		package:reactive_ble_platform_interface/src/model/discovered_device.g.dart
0x002fff6c	0		package:caps_networking/src/domain/connectivity_status.dart
0x002fffb4	0		_impellerEnabled@17065589
0x0030006c	0		package:caps_snake_1_v_1/src/components/arena/children/blocked_positions/children/pickup/components/barriers_pickup.dart
0x003004e4	0		package:caps_snake_1_v_1/src/components/arena/children/blocked_positions/models/blocked_area.dart
0x00300f9c	0		Failed to stop data streaming for device 
0x00301974	0		ByRef Case Const ContinueCase ContinueLoop Default Dim Do Else ElseIf EndFunc EndIf EndSelect EndSwitch EndWith Enum Exit ExitLoop For Func Global If In Local Next ReDim Return Select Static Step Switch Then To Until Volatile WEnd While With
0x00301de4	0		get:firmwareReady
0x00302194	0		get:bluetoothPermissions_NoAccess_Title
0x003023ec	0		package:caps_snake_1_v_1/src/components/arena/children/blocked_positions/children/snake/models/snake_body_positions.dart
0x003027ac	0		bluetoothNotAuthorized
0x003028f4	0		package:capsapps_bridge/src/presentation/game/orchestration/native_api_side_effects.dart
0x00302cdc	0		package:caps_shake/src/systems/overlays/ui/force_bar.dart
0x00302d84	0		package:caps_l10n/src/l10n/intl/messages_all.dart
0x00302e6c	0		NordicDfu
0x00302f0c	0		ReadCharacteristicRequest._@1975234311
0x00303264	0		, servicesWithCharacteristicsToDiscover: 
0x0030329c	0		' has been assigned during initialization.
0x0030348c	0		Firmware update error for device 
0x00303504	0		package:caps_toss/src/widget/components/toss_colored_widget.dart
0x0030362c	0		ledTest_Help2
0x00303684	0		battery_Low_StartButton
0x003036ac	0		setPosition failed
0x00303ba4	0		package:caps_shake/src/systems/fuel/fuel_controller.dart
0x00303d4c	0		&FilledSmallSquare;
0x00303dec	0		set:_trikiSlide@1339430752
0x00303fb4	0		_subscribeToLiveDataCharacteristicStream@1466197479
0x00304154	0		package:vector_graphics_compiler/src/draw_command_builder.dart
0x003041bc	0		UUID requires at least 16 bytes, got 
0x0030463c	0		SignPayloadException2
0x003046f4	0		package:caps_games_common/src/flame/caps_sprite_component.dart
0x00304ae4	0		get:firmwareUpdate_NotSupported_Message
0x00304b1c	0		AudioTrebleDown
0x00304bbc	0		package:caps_zp_logger/src/emitters/disabled_logger_emitter.dart
0x00304efc	0		package:caps_boxer/src/boxer_game_widget.dart
0x00305364	0		CapsAppsException
0x00305474	0		LiveMeasurementConfig
0x00305524	0		package:caps_snake_1_v_1/src/components/arena/children/blocked_positions/children/snake/components/snake_body_segment_id.dart
0x003060a4	0		flutter_reactive_ble_connected_device
0x0030635c	0		package:capsapps_sdk/core/infrastructure/services/timeout_service.dart
0x00306cac	0		package:caps_toss_challenge/src/widget/toss_active_game.dart2
0x00306f04	0		package:caps_games_common/src/ui/assets/asset_image_widget.dart
0x003071ac	0		int float while private char char8_t char16_t char32_t catch import module export virtual operator sizeof dynamic_cast|10 typedef const_cast|10 const for static_cast|10 union namespace unsigned long volatile static protected bool template mutable if public friend do goto auto void enum else break extern using asm case typeid wchar_tshort reinter...
0x0030798c	0		BatteryCheckStatePatterns|maybeMap
0x00307b2c	0		_handleDragStart@331001611
0x00307b9c	0		package:caps_endless_match/src/component/objective_indicator/objective_indicator_component.dart
0x00307e54	0		package:caps_endless_match/src/component/player/player_ball.dart
